web-scraper-order,web-scraper-start-url,ListingLink,ListingLink-href,YearBuilt,LotSize,PropertyDetails,beds,baths,size,date-sold,address,price,price-link,PaginationLinks,PaginationLinks-href
"1659557273-1537","https://www.zillow.com/avon-nc/sold/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/avon-nc/sold/4_p/"
"1659560472-1853","https://www.zillow.com/avon-nc/sold/","39916 State Highway 12, Avon, NC 27915","https://www.zillow.com/homedetails/39916-State-Highway-12-Avon-NC-27915/86652084_zpid/","Built in 1977","6,500 sqft","Property detailsParkingParking features: Off StreetPropertyPool features: NoneExterior features: Outdoor Shower, StoragePatio and porch details: Covered Decks, Sun DeckWaterfront features: NoneLotLot size: 6,500 sqftLot features: LevelOther property informationParcel number: 013666000Zoning description: Res","3","1","1,008","10/15/2020","39916 State Highway 12, Avon, NC 27915","$155,500","null","Chevron Right","https://www.zillow.com/avon-nc/sold/13_p/"
"1659556700-1485","https://www.zillow.com/avon-nc/sold/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/avon-nc/sold/2_p/"
"1659552357-1052","https://www.zillow.com/rodanthe-nc/","24358 State Highway 12, Rodanthe, NC 27968","https://www.zillow.com/homedetails/24358-State-Highway-12-Rodanthe-NC-27968/2066982934_zpid/","2022","0.60 Acres","Property detailsParkingParking features: Carport, Detached, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneExterior features: Lighting, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: SoundWaterfront features: Soundfront, Bulkheaded, WaterfrontHas waterview: YesWaterview: SoundLotLot size: 0.60 AcresLot features: LevelOther property informationZoning description: Res","4","5","2,080","07/25/2022","24358 State Highway 12, Rodanthe, NC 27968","$949,000","$949,000","",""
"1659566789-2566","https://www.zillow.com/hatteras-nc/sold/","57173 Altona Ln, Hatteras, NC 27943","https://www.zillow.com/homedetails/57173-Altona-Ln-Hatteras-NC-27943/86654153_zpid/","1953","0.37 Acres","Property detailsPropertyExterior features: OtherLotLot size: 0.37 AcresOther property informationParcel number: 015548000","3","2","1,196","02/26/2021","57173 Altona Ln, Hatteras, NC 27943","$110,000","$110,000","Chevron Right","https://www.zillow.com/hatteras-nc/sold/5_p/"
"1659551612-767","https://www.zillow.com/rodanthe-nc/","24260 Atlantic Dr, Rodanthe, NC 27968","https://www.zillow.com/homedetails/24260-Atlantic-Dr-Rodanthe-NC-27968/2079584530_zpid/","Built in 2007","No data","Property detailsParkingParking features: Off Street, PavedPropertyPrivate pool: YesPool features: Outdoor Pool, In Ground, Private Pool, PrivatePatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Waterfront, Beach AccessHas waterview: YesWaterview: OceanOther property informationZoning description: R","4","6","2,855","07/24/2020","24260 Atlantic Dr, Rodanthe, NC 27968","$610,000","null","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/8_p/"
"1659560888-2012","https://www.zillow.com/avon-nc/sold/","41500 Portside Dr LOT 5, Avon, NC 27915","https://www.zillow.com/homedetails/41500-Portside-Dr-LOT-5-Avon-NC-27915/2083375032_zpid/","null","null","HOA and financial detailsHOAHas HOA: YesAmenities included: Ocean Access, Sound Access, Common AreaOther financial informationAnnual tax amount: $1,278","null","null","null","04/06/2021","41500 Portside Dr LOT 5, Avon, NC 27915","$215,000","$215,000","Chevron Right","https://www.zillow.com/avon-nc/sold/9_p/"
"1659566849-2590","https://www.zillow.com/hatteras-nc/sold/","56180 Queen St, Hatteras, NC 27943","https://www.zillow.com/homedetails/56180-Queen-St-Hatteras-NC-27943/228620522_zpid/","1977","No Data","Property detailsParkingParking features: No Garage, Off StreetPropertyPool features: NoneExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Screened Porch, Sun DeckView description: Ocean, SoundWaterfront features: None, Beach AccessHas waterview: YesWaterview: Ocean,SoundOther property informationParcel number: 016091000Zoning description: R-2H","3","2","920","04/22/2021","56180 Queen St, Hatteras, NC 27943","$264,000","$264,000","Chevron Right","https://www.zillow.com/hatteras-nc/sold/5_p/"
"1659553664-1075","https://www.zillow.com/frisco-nc/sold/","null","null","","","","null","null","null","null","null","null","","",""
"1659569678-2799","https://www.zillow.com/waves-nc/sold/","27199 Juliann Ct LOT 1, Salvo, NC 27972","https://www.zillow.com/homedetails/27199-Juliann-Ct-LOT-1-Salvo-NC-27972/2071689460_zpid/","null","null","HOA and financial detailsOther financial informationAnnual tax amount: $624","0","null","null","05/30/2022","27199 Juliann Ct LOT 1, Salvo, NC 27972","$165,000","$165,000","",""
"1659560160-1728","https://www.zillow.com/avon-nc/sold/","39229 Angelfish Rd LOT 72, Avon, NC 27915","https://www.zillow.com/homedetails/39229-Angelfish-Rd-LOT-72-Avon-NC-27915/2076063055_zpid/","No Data","null","Community and Neighborhood DetailsLocationRegion: Avon","null","null","null","06/03/2020","39229 Angelfish Rd LOT 72, Avon, NC 27915","$175,000","$175,000","Chevron Right","https://www.zillow.com/avon-nc/sold/16_p/"
"1659554119-1215","https://www.zillow.com/frisco-nc/sold/","50008 Treacher Ln LOT 32, Buxton, NC 27920","https://www.zillow.com/homedetails/50008-Treacher-Ln-LOT-32-Buxton-NC-27920/2076059384_zpid/","No Data","null","Community and Neighborhood DetailsLocationRegion: Buxton","null","null","null","11/03/2020","50008 Treacher Ln LOT 32, Buxton, NC 27920","$130,000","$130,000","Chevron Right","https://www.zillow.com/frisco-nc/sold/7_p/"
"1659566802-2571","https://www.zillow.com/hatteras-nc/sold/","57214 Flambeau Rd, Hatteras, NC 27943","https://www.zillow.com/homedetails/57214-Flambeau-Rd-Hatteras-NC-27943/228620327_zpid/","1987","8,000 sqft","Property detailsParkingTotal spaces: 1Parking features: 1 Car, Attached, Off Street, Parking Garage, UndergroundGarage spaces: 1PropertyPool features: NoneSpa included: YesSpa features: Jet TubExterior features: Outdoor ShowerPatio and porch details: Sun DeckView description: Canal, Salt MarshWaterfront features: Canal Front, Waterfront, Beach Access, Boardwalk to BeachResidential vegetation: WoodedHas waterview: YesWaterview: Canal,Salt MarshLotLot size: 8,000 sqftLot features: LevelOther property informationParcel number: 015879056Zoning description: RES","1","2","1,392","03/03/2021","57214 Flambeau Rd, Hatteras, NC 27943","$325,000","$325,000","Chevron Right","https://www.zillow.com/hatteras-nc/sold/5_p/"
"1659560177-1735","https://www.zillow.com/avon-nc/sold/","39213 Ocean Ln, Frisco, NC 27915","https://www.zillow.com/homedetails/39213-Ocean-Ln-Frisco-NC-27915/228618621_zpid/","1977","9,979 sqft","Property detailsPropertyExterior features: WoodView description: WaterHas waterview: YesWaterview: WaterLotLot size: 9,979 sqftOther property informationParcel number: 014022000","2","1","768","06/30/2020","39213 Ocean Ln, Frisco, NC 27915","$205,500","$205,500","Chevron Right","https://www.zillow.com/avon-nc/sold/16_p/"
"1659567008-2654","https://www.zillow.com/hatteras-nc/sold/","57192 Peerless, Hatteras, NC 27943","https://www.zillow.com/homedetails/57192-Peerless-Hatteras-NC-27943/86654113_zpid/","1979","7,500 sqft","Property detailsPropertyExterior features: OtherLotLot size: 7,500 sqftOther property informationParcel number: 015512000","3","2","960","10/13/2021","57192 Peerless, Hatteras, NC 27943","$316,000","$316,000","Chevron Right","https://www.zillow.com/hatteras-nc/sold/3_p/"
"1659551778-831","https://www.zillow.com/rodanthe-nc/","24222 Dean Ave, Waves, NC 27982","https://www.zillow.com/homedetails/24222-Dean-Ave-Waves-NC-27982/243986984_zpid/","1972","10,000 sqft","Property detailsPropertyExterior features: OtherLotLot size: 10,000 sqftOther property informationParcel number: 012654000","3","3","1,304","12/01/2020","24222 Dean Ave, Waves, NC 27982","$307,000","$307,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/6_p/"
"1659561299-2159","https://www.zillow.com/avon-nc/sold/","41151 Lakeside Dr LOT 25, Avon, NC 27915","https://www.zillow.com/homedetails/41151-Lakeside-Dr-LOT-25-Avon-NC-27915/2099896412_zpid/","null","null","HOA and financial detailsHOAHas HOA: YesAmenities included: Outdoor-Comm. Pool, Outdoor-Comm. TennisOther financial informationAnnual tax amount: $330","2","null","null","03/11/2022","41151 Lakeside Dr LOT 25, Avon, NC 27915","$35,000","$35,000","Chevron Right","https://www.zillow.com/avon-nc/sold/3_p/"
"1659554148-1227","https://www.zillow.com/frisco-nc/sold/","50170 Treasure Ct LOT 431, Buxton, NC 27920","https://www.zillow.com/homedetails/50170-Treasure-Ct-LOT-431-Buxton-NC-27920/2076059560_zpid/","1989","6,000 sqft","Property detailsParkingParking features: No Garage, Paved, UndergroundHas garage: YesPropertyPool features: NoneExterior features: Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: SoundWaterfront features: Soundfront, Bulkheaded, WaterfrontHas waterview: YesWaterview: SoundLotLot size: 6,000 sqftLot features: Cul-De-SacOther property informationZoning description: RES","3","2","1,397","11/30/2020","50170 Treasure Ct LOT 431, Buxton, NC 27920","$350,000","$350,000","Chevron Right","https://www.zillow.com/frisco-nc/sold/6_p/"
"1659560184-1738","https://www.zillow.com/avon-nc/sold/","40315 Williams Rd, Avon, NC 27915","https://www.zillow.com/homedetails/40315-Williams-Rd-Avon-NC-27915/228632362_zpid/","1981","0.58 Acres","Property detailsPropertyExterior features: WoodLotLot size: 0.58 AcresOther property informationParcel number: 027914001","3","2","1,440","07/10/2020","40315 Williams Rd, Avon, NC 27915","$345,000","$345,000","Chevron Right","https://www.zillow.com/avon-nc/sold/16_p/"
"1659551511-730","https://www.zillow.com/rodanthe-nc/","23009 G A Kohler, Rodanthe, NC 27968","https://www.zillow.com/homedetails/23009-G-A-Kohler-Rodanthe-NC-27968/2080525506_zpid/","No Data","null","Construction detailsType and styleHome type: SingleFamily","4","2","1,230","02/21/2020","23009 G A Kohler, Rodanthe, NC 27968","$230,000","$230,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/9_p/"
"1659553709-1084","https://www.zillow.com/frisco-nc/sold/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/frisco-nc/sold/4_p/"
"1659567097-2689","https://www.zillow.com/hatteras-nc/sold/","56358 State Highway 12 #3, Hatteras, NC 27943","https://www.zillow.com/homedetails/56358-State-Highway-12-3-Hatteras-NC-27943/2099932300_zpid/","1988","null","Property detailsPropertyPool features: NoneView description: SoundWaterfront features: Soundfront, WaterfrontHas waterview: YesWaterview: SoundOther property informationAttached to another structure: YesZoning description: Res","1","1","698","02/16/2022","56358 State Highway 12 #3, Hatteras, NC 27943","$209,000","$209,000","Chevron Right","https://www.zillow.com/hatteras-nc/sold/2_p/"
"1659569567-2744","https://www.zillow.com/waves-nc/sold/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/waves-nc/sold/2_p/"
"1659566469-2439","https://www.zillow.com/hatteras-nc/sold/","56821 NC Highway 12 #UNIT #15, Hatteras, NC 27943","https://www.zillow.com/homedetails/56821-NC-Highway-12-UNIT-15-Hatteras-NC-27943/2080107196_zpid/","No Data","null","Construction detailsType and styleHome type: SingleFamily","null","null","null","03/20/2020","56821 NC Highway 12 #UNIT #15, Hatteras, NC 27943","$147,500","$147,500","Chevron Right","https://www.zillow.com/hatteras-nc/sold/9_p/"
"1659566566-2476","https://www.zillow.com/hatteras-nc/sold/","56773 State Highway 12 #103, Hatteras, NC 27943","https://www.zillow.com/homedetails/56773-State-Highway-12-103-Hatteras-NC-27943/2076056872_zpid/","No Data","null","Community and Neighborhood DetailsLocationRegion: Hatteras","null","null","null","08/04/2020","56773 State Highway 12 #103, Hatteras, NC 27943","$137,500","$137,500","Chevron Right","https://www.zillow.com/hatteras-nc/sold/8_p/"
"1659567052-2672","https://www.zillow.com/hatteras-nc/sold/","57226 Atlantic View Dr, Hatteras, NC 27943","https://www.zillow.com/homedetails/57226-Atlantic-View-Dr-Hatteras-NC-27943/2067444879_zpid/","2001","0.34 Acres","Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: Outdoor Pool, In Ground, Heated, Private Pool, Association Pool, Private and AssociationSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Screened Porch, Sun DeckView description: Ocean, SoundWaterfront features: 4 - lots from oceanfront (5th ro, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.34 AcresLot features: Cul-De-Sac, LevelOther property informationZoning description: Res","6","6","3,460","12/03/2021","57226 Atlantic View Dr, Hatteras, NC 27943","$800,000","$800,000","Chevron Right","https://www.zillow.com/hatteras-nc/sold/2_p/"
"1659557273-1523","https://www.zillow.com/avon-nc/sold/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/avon-nc/sold/4_p/"
"1659560018-1671","https://www.zillow.com/avon-nc/sold/","40175 Avlona Dr, Avon, NC 27915","https://www.zillow.com/homedetails/40175-Avlona-Dr-Avon-NC-27915/228619030_zpid/","1988","9,000 sqft","Property detailsPropertyExterior features: OtherLotLot size: 9,000 sqftOther property informationParcel number: 014692031","3","2","1,248","01/30/2020","40175 Avlona Dr, Avon, NC 27915","$75,000","$75,000","Chevron Right","https://www.zillow.com/avon-nc/sold/17_p/"
"1659551366-697","https://www.zillow.com/rodanthe-nc/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/5_p/"
"1659566510-2453","https://www.zillow.com/hatteras-nc/sold/","57089 Kohler Dr, Hatteras, NC 27943","https://www.zillow.com/homedetails/57089-Kohler-Dr-Hatteras-NC-27943/228620081_zpid/","1989","0.35 Acres","Property detailsPropertyExterior features: OtherLotLot size: 0.35 AcresOther property informationParcel number: 015579001","3","3","1,727","06/08/2020","57089 Kohler Dr, Hatteras, NC 27943","$200,000","$200,000","Chevron Right","https://www.zillow.com/hatteras-nc/sold/8_p/"
"1659553664-1079","https://www.zillow.com/frisco-nc/sold/","null","null","","","","null","null","null","null","null","null","","",""
"1659554705-1437","https://www.zillow.com/frisco-nc/sold/","51219 Lullaby Ln, Frisco, NC 27936","https://www.zillow.com/homedetails/51219-Lullaby-Ln-Frisco-NC-27936/86652459_zpid/","1970","null","Property detailsParkingTotal spaces: 1Parking features: Garage Door Opener, 1 Car, Attached, Off Street, Underground, UnpavedGarage spaces: 1PropertyPool features: NoneExterior features: Outdoor Shower, StoragePatio and porch details: Covered Decks, Screened Porch, Sun Deck, Roof Top DeckFencing: FencedView description: Harbor, SoundWaterfront features: NoneHas waterview: YesWaterview: Harbor,SoundLotLot size: 10,000 sqftLot size dimensions: 10000Lot features: LevelOther property informationParcel number: 014141000Zoning description: S-1","4","2","1,129","08/01/2022","51219 Lullaby Ln, Frisco, NC 27936","$330,000","$330,000","",""
"1659552209-994","https://www.zillow.com/rodanthe-nc/","23056 Cross Of Honor Way #A5, Rodanthe, NC 27968","https://www.zillow.com/homedetails/23056-Cross-Of-Honor-Way-A5-Rodanthe-NC-27968/2067672694_zpid/","null","null","HOA and financial detailsHOAHas HOA: YesAmenities included: Ocean Access, Outdoor-Comm. Tennis, Sound Access, Boardwalk to BeachOther financial informationAnnual tax amount: $717","null","null","null","12/02/2021","23056 Cross Of Honor Way #A5, Rodanthe, NC 27968","$250,000","$250,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/2_p/"
"1659566691-2527","https://www.zillow.com/hatteras-nc/sold/","57226 Atlantic View Dr LOT 6, Hatteras, NC 27943","https://www.zillow.com/homedetails/57226-Atlantic-View-Dr-LOT-6-Hatteras-NC-27943/2076059705_zpid/","2001","0.34 Acres","Property detailsParkingParking features: No Garage, Off Street, PavedPropertyPrivate pool: YesPool features: Outdoor Pool, Private Pool, Vinyl, PrivateSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor ShowerPatio and porch details: Screened Porch, Sun DeckWaterfront features: 3 - lots from oceanfront (4th ro, Beach Access, Boardwalk to BeachLotLot size: 0.34 AcresLot features: LevelOther property informationZoning description: C-2H","6","6","3,492","11/17/2020","57226 Atlantic View Dr LOT 6, Hatteras, NC 27943","$587,500","$587,500","Chevron Right","https://www.zillow.com/hatteras-nc/sold/6_p/"
